Year,Date ,hour,Full or Partial ,Review Method,Observer,Time,Direction,Length,Frame,Range,Confidence,Flow cfs,Comments/Notes,Flag
2025,5/15/2025,9:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,9:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,10:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,10:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,10:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,10:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,11:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,11:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,11:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,11:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,12:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,12:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,12:30,Full,15 min,as,12:40:27,upstream,62.2,3182,7.65,1,430,,
2025,5/15/2025,12:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,13:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,13:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,13:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,13:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,14:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,14:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,14:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,14:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,15:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,15:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,15:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,15:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,16:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,16:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,16:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,16:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,17:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,17:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,17:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,17:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,18:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,18:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,18:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,18:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,19:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,19:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,19:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,19:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,20:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,20:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,20:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,20:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,21:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,21:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,21:30,Full,15 min,as,21:30:56,downstream,54.6,276,18.4,1,430,,
2025,5/15/2025,21:30,Full,15 min,as,21:41:18,downstream,53.4,3439,18.4,1,430,,
2025,5/15/2025,21:45,Full,15 min,as,21:52:16,upstream,52.7,2211,9.2,1,430,,
2025,5/15/2025,22:00,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,22:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,22:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,22:45,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,23:00,Full,15 min,as,23:05:21,downstream,38.2,1629,9.87,1,430,,
2025,5/15/2025,23:00,Full,15 min,as,23:11:07,upstream,153.4,3388,7.53,3,430,seal,
2025,5/15/2025,23:15,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,23:30,Full,15 min,as,No Fish,,,,,,430,,
2025,5/15/2025,23:45,Full,15 min,as,23:57:46,upstream,154.7,3887,11.73,3,430,seal,
2025,5/16/2025,0:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,0:15,Full,15 min,as,0:16:37,upstream,64.3,488,16.73,1,,,
2025,5/16/2025,0:15,Full,15 min,as,0:17:54,downstream,59,880,17.86,1,,,
2025,5/16/2025,0:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,0:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,1:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,1:15,Full,15 min,as,1:15:08,downstream,65.1,39,15.46,1,,,
2025,5/16/2025,1:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,1:45,Full,15 min,as,1:50:40,downstream,80,1724,11.78,1,,,
2025,5/16/2025,1:45,Full,15 min,as,1:57:20,downstream,70.1,3750,6.47,1,,,
2025,5/16/2025,2:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,2:15,Full,15 min,as,2:17:44,downstream,37.2,831,9.88,1,,,
2025,5/16/2025,2:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,2:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,3:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,3:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,3:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,3:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,4:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,4:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,4:30,Full,15 min,as,4:44:02,upstream,74.1,4257,11.13,1,,,
2025,5/16/2025,4:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,5:00,Full,15 min,as,5:11:32,downstream,73.1,3511,12.73,1,,,
2025,5/16/2025,5:00,Full,15 min,as,5:11:33,downstream,68.4,3516,13.11,1,,,
2025,5/16/2025,5:15,Full,15 min,as,5:18:10,downstream,56.3,956,14.07,1,,,
2025,5/16/2025,5:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,5:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,6:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,6:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,6:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,6:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,7:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,7:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,7:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,7:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,8:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,8:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,8:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,8:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,9:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,9:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,9:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,9:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,10:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,10:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,10:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,10:45,Full,15 min,as,10:48:05,downstream,71.5,920,14.14,1,,,
2025,5/16/2025,10:45,Full,15 min,as,10:48:05,downstream,71.1,922,13.99,1,,,
2025,5/16/2025,11:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,11:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,11:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,11:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,12:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,12:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,12:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,12:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,13:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,13:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,13:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,13:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,14:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,14:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,14:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,14:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,15:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,15:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,15:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,15:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,16:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,16:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,16:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,16:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,17:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,17:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,17:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,17:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,18:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,18:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,18:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,18:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,19:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,19:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,19:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,19:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,20:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,20:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,20:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,20:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,21:00,Full,15 min,as,21:03:17,downstream,72.8,988,6.13,1,,,
2025,5/16/2025,21:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,21:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,21:45,Full,15 min,as,21:58:47,downstream,41.3,4202,10.64,1,,,
2025,5/16/2025,22:00,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,22:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,22:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,22:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,23:00,Full,15 min,as,23:13:31,downstream,70.8,4113,9.34,1,,,
2025,5/16/2025,23:15,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,23:30,Full,15 min,as,No Fish,,,,,,,,
2025,5/16/2025,23:45,Full,15 min,as,No Fish,,,,,,,,
2025,5/17/2025,0:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,0:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,0:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,0:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,1:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,1:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,1:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,1:45,Full,15 min,as,1:57:28,downstream,72,3789,15.23,1,427,,
2025,5/17/2025,2:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,2:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,2:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,2:45,Full,15 min,as,2:49:38,downstream,53.9,1408,13.57,3,427,"Not sure what this ""blob"" is",
2025,5/17/2025,3:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,3:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,3:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,3:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,4:00,Full,15 min,as,4:05:17,downstream,82.2,1607,12.09,1,427,,
2025,5/17/2025,4:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,4:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,4:45,Full,15 min,as,No Fish,,,,,,427,hatchery coho 1+ moving out,
2025,5/17/2025,5:00,Full,15 min,as,No Fish,,,,,,427,hatchery coho 1+ moving out,
2025,5/17/2025,5:15,Full,15 min,as,No Fish,,,,,,427,hatchery coho 1+ moving out,
2025,5/17/2025,5:30,Full,15 min,as,No Fish,,,,,,427,hatchery coho 1+ moving out,
2025,5/17/2025,5:45,Full,15 min,as,No Fish,,,,,,427,hatchery coho 1+ moving out,
2025,5/17/2025,6:00,Full,15 min,as,No Fish,,,,,,427,hatchery coho 1+ moving out,
2025,5/17/2025,6:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,6:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,6:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,7:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,7:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,7:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,7:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,8:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,8:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,8:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,8:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,9:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,9:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,9:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,9:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,10:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,10:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,10:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,10:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,11:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,11:15,Full,15 min,as,No Fish,,,,,,427,hatchery coho 1+ moving out,
2025,5/17/2025,11:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,11:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,12:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,12:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,12:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,12:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,13:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,13:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,13:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,13:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,14:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,14:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,14:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,14:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,15:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,15:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,15:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,15:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,16:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,16:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,16:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,16:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,17:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,17:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,17:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,17:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,18:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,18:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,18:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,18:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,19:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,19:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,19:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,19:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,20:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,20:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,20:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,20:45,Full,15 min,as,No Fish,,,,,,427,hatchery coho 1+ moving out,
2025,5/17/2025,21:00,Full,15 min,as,No Fish,,,,,,427,hatchery coho 1+ moving out,
2025,5/17/2025,21:15,Full,15 min,as,No Fish,,,,,,427,hatchery coho 1+ moving out,
2025,5/17/2025,21:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,21:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,22:00,Full,15 min,as,22:05:29,downstream,72.4,1662,13.67,1,427,,
2025,5/17/2025,22:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,22:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,22:45,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,23:00,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,23:15,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,23:30,Full,15 min,as,No Fish,,,,,,427,,
2025,5/17/2025,23:45,Full,15 min,as,23:52:42,downstream,77.3,2339,9.56,1,427,,
2025,5/21/2025,0:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,0:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,0:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,0:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,1:00,Full,15 min,as,1:04:00,downstream,75.7,1212,9.01,1,411,,
2025,5/21/2025,1:15,Full,15 min,as,1:19:42,downstream,73.4,1423,14.17,1,411,,
2025,5/21/2025,1:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,1:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,2:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,2:15,Full,15 min,as,2:24:06,downstream,63.2,2756,9,1,411,,
2025,5/21/2025,2:30,Full,15 min,as,2:42:06,upstream,85.7,3664,10.8,2,411,likely Chinook,
2025,5/21/2025,2:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,3:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,3:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,3:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,3:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,4:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,4:15,Full,15 min,as,No Fish,,,,,,411,otters,
2025,5/21/2025,4:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,4:45,Full,15 min,as,No Fish,,,,,,411,clusters of small fish,
2025,5/21/2025,5:00,Full,15 min,as,No Fish,,,,,,411,clusters of small fish,
2025,5/21/2025,5:15,Full,15 min,as,5:27:46,upstream,60.3,3873,13.15,1,411,,
2025,5/21/2025,5:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,5:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,6:00,Full,15 min,as,6:09:35,upstream,69,2906,15.57,1,411,,
2025,5/21/2025,6:00,Full,15 min,as,6:09:42,upstream,71.5,2940,14.74,1,411,,
2025,5/21/2025,6:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,6:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,6:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,7:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,7:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,7:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,7:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,8:00,Full,15 min,as,No Fish,,,,,,411,clusters of small fish,
2025,5/21/2025,8:15,Full,15 min,as,No Fish,,,,,,411,clusters of small fish,
2025,5/21/2025,8:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,8:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,9:00,Full,15 min,as,No Fish,,,,,,411,cluster of small fish,
2025,5/21/2025,9:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,9:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,9:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,10:00,Full,15 min,as,10:10:29,downstream,47.4,3179,10.41,1,411,,
2025,5/21/2025,10:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,10:30,Full,15 min,as,10:38:56,downstream,63.7,2705,9,1,411,,
2025,5/21/2025,10:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,11:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,11:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,11:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,11:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,12:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,12:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,12:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,12:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,13:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,13:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,13:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,13:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,14:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,14:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,14:30,Full,15 min,as,No Fish,,,,,,411,cluster of small fish,
2025,5/21/2025,14:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,15:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,15:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,15:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,15:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,16:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,16:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,16:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,16:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,17:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,17:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,17:30,Full,15 min,as,No Fish,,,,,,411,small cluster of small fish,
2025,5/21/2025,17:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,18:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,18:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,18:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,18:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,19:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,19:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,19:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,19:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,20:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,20:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,20:30,Full,15 min,as,No Fish,,,,,,411,small clusters of small fish,
2025,5/21/2025,20:45,Full,15 min,as,No Fish,,,,,,411,clusters of small fish,
2025,5/21/2025,21:00,Full,15 min,as,No Fish,,,,,,411,many clustes of small fish,
2025,5/21/2025,21:15,Full,15 min,as,No Fish,,,,,,411,small fish,
2025,5/21/2025,21:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,21:45,Full,15 min,as,21:58:05,downstream,42.6,3970,14.47,1,411,,
2025,5/21/2025,22:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,22:15,Full,15 min,as,No Fish,,,,,,411,otters,
2025,5/21/2025,22:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,22:45,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,23:00,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,23:15,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,23:30,Full,15 min,as,No Fish,,,,,,411,,
2025,5/21/2025,23:45,Full,15 min,as,23:47:31,downstream,64.5,763,11.19,1,411,,
2025,5/22/2025,0:00,Full,15 min,as,No Fish,,,,,,390,,
2025,5/22/2025,0:15,Full,15 min,as,0:29:41,downstream,62.5,4448,11.17,1,390,,
2025,5/22/2025,0:30,Full,15 min,as,No Fish,,,,,,390,,
2025,5/22/2025,0:45,Full,15 min,as,No Fish,,,,,,390,,
2025,5/22/2025,1:00,Full,15 min,as,No Fish,,,,,,390,,
2025,5/22/2025,1:15,Full,15 min,as,No Fish,,,,,,390,,
